6	-9.07	-2.30	-2.52
8	-9.10	-2.31	-2.50
11	-9.06	-2.29	-2.49
25	-9.04	-2.32	-2.51
48	-9.04	-2.30	-2.52
70	-9.05	-2.29	-2.46
94	-9.07	-2.29	-2.52
116	-9.06	-2.29	-2.48
140	-9.05	-2.34	-2.52
164	-9.05	-2.27	-2.53
188	-9.05	-2.30	-2.51
211	-9.11	-2.27	-2.56
236	-9.07	-2.24	-2.52
260	-9.10	-2.27	-2.54
284	-9.01	-2.25	-2.55
308	-9.03	-2.27	-2.57
331	-9.07	-2.29	-2.56
356	-9.06	-2.33	-2.50
379	-9.05	-2.30	-2.52
403	-9.05	-2.25	-2.57
428	-9.07	-2.24	-2.53
451	-9.08	-2.26	-2.54
475	-9.01	-2.24	-2.55
499	-9.05	-2.30	-2.54
523	-9.08	-2.33	-2.57
547	-9.06	-2.26	-2.54
571	-9.04	-2.27	-2.54
594	-9.05	-2.21	-2.53
619	-9.05	-2.25	-2.55
643	-9.05	-2.25	-2.57
666	-9.05	-2.21	-2.57
691	-9.08	-2.24	-2.58
714	-9.08	-2.26	-2.56
738	-9.06	-2.27	-2.56
762	-9.05	-2.21	-2.58
786	-9.05	-2.26	-2.56
809	-9.09	-2.25	-2.56
834	-9.06	-2.26	-2.56
858	-9.06	-2.22	-2.54
882	-9.07	-2.23	-2.59
906	-9.05	-2.24	-2.58
929	-9.05	-2.21	-2.51
954	-9.13	-2.26	-2.56
977	-9.21	-2.20	-2.54
1001	-9.28	-2.22	-2.49
1027	-9.03	-2.26	-2.54
1051	-8.96	-2.39	-2.61
1076	-8.89	-2.27	-2.65
1101	-8.93	-2.26	-2.69
1126	-8.90	-2.17	-2.78
1152	-8.96	-2.06	-2.77
1176	-9.00	-1.90	-2.74
1201	-9.12	-1.89	-2.70
1226	-9.13	-1.92	-2.74
1251	-9.10	-2.00	-2.76
1275	-9.03	-2.04	-2.83
1301	-9.03	-2.10	-2.81
1326	-9.05	-2.10	-2.76
1351	-9.02	-2.10	-2.74
1376	-9.00	-2.12	-2.70
1400	-9.04	-2.11	-2.76
1426	-9.07	-2.09	-2.67
1451	-9.05	-2.11	-2.68
1475	-9.06	-2.09	-2.66
1501	-9.08	-2.06	-2.72
1525	-9.12	-2.06	-2.70
1551	-9.07	-2.08	-2.72
1575	-9.11	-2.11	-2.65
1600	-9.05	-2.08	-2.67
1626	-9.07	-2.09	-2.67
1650	-9.10	-2.09	-2.67
1675	-9.11	-2.09	-2.70
1700	-9.14	-2.09	-2.66
1725	-9.07	-2.09	-2.65
1751	-9.08	-2.04	-2.66
1775	-9.09	-2.05	-2.62
1800	-9.06	-2.06	-2.64
1825	-9.06	-2.06	-2.64
1850	-9.06	-2.06	-2.61
1874	-9.15	-2.05	-2.58
1900	-9.12	-2.08	-2.64
1925	-9.09	-2.06	-2.66
1950	-9.08	-2.10	-2.52
